"energielabel"	"VL"	"DS"	"DP"	"MS"	"MG"	"DR"	"PL"	"RO"	"RB"	"freq"	"count"
"C"	"N0"	"N2"		"N2"		"N1"	"N0"	"N1"	"N0"	0.00042	1
"C"	"N0"	"N2"		"N2"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N0"	"N2"		"N2"		"N1"		"N1"	"N1"	0.00042	1
"C"	"N0"	"N2"		"N2"		"N1"		"N2"	"N1"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N0"	"N1"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"	"N1"	"N0"	"N0"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"	"N2"	"N0"	"N0"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"	"N2"	"N1"	"N0"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"	"N2"	"N1"	"N1"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"	"N2"	"N2"	"N0"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"		"N2"	"N0"	0.00042	1
"C"	"N0"		"N0"	"N0"		"N1"		"N2"	"N2"	0.00042	1
"C"	"N0"		"N1"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N0"		"N1"	"N0"		"N1"	"N2"	"N2"	"N0"	0.00042	1
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N2"	0.00042	1
"C"	"N0"		"N2"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00042	1
"C"	"N0"		"N2"	"N0"		"N1"	"N2"	"N1"	"N0"	0.00042	1
"C"	"N0"		"N2"	"N0"		"N1"	"N2"	"N2"	"N0"	0.00042	1
"C"	"N0"		"N2"	"N0"		"N1"		"N0"	"N1"	0.00042	1
"C"	"N0"		"N2"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N0"		"N2"	"N2"		"N1"	"N1"	"N2"	"N2"	0.00042	1
"C"	"N0"		"N2"	"N2"		"N1"	"N2"	"N2"	"N2"	0.00042	1
"C"	"N0"			"N0"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N0"			"N2"		"N1"	"N0"	"N1"	"N2"	0.00042	1
"C"	"N0"			"N2"		"N1"	"N0"	"N2"		0.00042	1
"C"	"N0"			"N2"		"N1"	"N1"	"N1"	"N1"	0.00042	1
"C"	"N0"			"N2"		"N1"	"N2"	"N2"	"N0"	0.00042	1
"C"	"N0"			"N2"		"N1"	"N2"	"N2"	"N1"	0.00042	1
"C"	"N0"			"N2"		"N1"	"N2"	"N2"	"N2"	0.00042	1
"C"	"N0"			"N2"		"N1"	"N2"	"N2"		0.00042	1
"C"	"N1"	"N0"	"N2"	"N1"		"N1"	"N0"	"N2"	"N2"	0.00042	1
"C"	"N1"	"N0"		"N1"		"N1"	"N0"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N0"		"N1"		"N1"	"N1"	"N1"	"N0"	0.00042	1
"C"	"N1"	"N1"	"N2"	"N1"		"N1"	"N0"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N1"	"N2"	"N1"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N2"	"N2"	"N1"		"N1"	"N0"	"N0"	"N0"	0.00042	1
"C"	"N1"	"N2"	"N2"	"N1"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N0"	0.00042	1
"C"	"N1"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N2"	"N2"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N2"	"N2"	"N2"		"N1"	"N1"	"N2"	"N2"	0.00042	1
"C"	"N1"	"N2"	"N2"	"N2"		"N1"	"N2"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N2"		"N1"		"N1"	"N0"	"N1"	"N1"	0.00042	1
"C"	"N1"	"N2"		"N1"		"N1"	"N0"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N2"		"N1"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N2"		"N2"		"N1"	"N0"	"N2"	"N1"	0.00042	1
"C"	"N1"	"N2"		"N2"		"N1"	"N0"	"N2"	"N2"	0.00042	1
"C"	"N1"	"N2"		"N2"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N1"		"N2"	"N2"		"N1"	"N0"	"N2"	"N2"	0.00042	1
"C"	"N2"	"N0"		"N2"		"N1"	"N0"	"N2"	"N0"	0.00042	1
"C"	"N2"	"N0"		"N2"		"N1"	"N0"	"N2"	"N2"	0.00042	1
"C"	"N2"	"N0"		"N2"		"N1"	"N2"	"N2"	"N1"	0.00042	1
"C"	"N2"	"N1"	"N2"	"N2"		"N1"	"N0"	"N1"	"N0"	0.00042	1
"C"	"N2"	"N1"		"N2"		"N1"	"N0"	"N2"	"N2"	0.00042	1
"C"	"N2"	"N1"		"N2"		"N1"	"N2"	"N2"	"N2"	0.00042	1
"C"	"N2"	"N2"	"N1"	"N2"		"N1"	"N0"	"N2"	"N1"	0.00042	1
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N0"	"N0"	"N1"	0.00042	1
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N0"	"N1"	"N0"	0.00042	1
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N0"	"N1"	"N1"	0.00042	1
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N1"	"N1"	"N1"	0.00042	1
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N2"	"N2"	"N1"	0.00042	1
"C"	"N2"	"N2"		"N2"		"N1"	"N1"	"N0"	"N1"	0.00042	1
"C"	"N2"	"N2"		"N2"		"N1"	"N2"	"N1"	"N0"	0.00042	1
"C"	"N2"	"N2"		"N2"		"N1"		"N1"	"N0"	0.00042	1
"C"	"N2"	"N2"		"N2"		"N1"		"N1"	"N1"	0.00042	1
"C"	"N2"	"N2"		"N2"		"N1"		"N2"	"N0"	0.00042	1
"C"	"N2"		"N0"	"N2"		"N1"	"N0"	"N0"	"N0"	0.00042	1
"C"	"N2"		"N2"	"N2"		"N1"	"N0"	"N0"	"N0"	0.00042	1
"C"	"N2"		"N2"	"N2"		"N1"	"N0"	"N0"	"N2"	0.00042	1
"C"	"N2"		"N2"	"N2"		"N1"	"N0"	"N1"	"N1"	0.00042	1
"C"	"N2"		"N2"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"	"N2"		"N2"	"N2"		"N1"		"N2"	"N0"	0.00042	1
"C"	"N2"			"N2"		"N1"	"N0"	"N1"	"N1"	0.00042	1
"C"	"N2"			"N2"		"N1"	"N1"	"N1"	"N1"	0.00042	1
"C"	"N2"			"N2"		"N1"	"N1"	"N1"	"N2"	0.00042	1
"C"	"N2"			"N2"		"N1"	"N2"	"N1"	"N0"	0.00042	1
"C"	"N2"			"N2"		"N1"	"N2"	"N2"	"N0"	0.00042	1
"C"	"N2"			"N2"		"N1"	"N2"	"N2"	"N1"	0.00042	1
"C"	"N2"			"N2"		"N1"		"N2"	"N2"	0.00042	1
"C"		"N0"	"N0"			"N1"	"N0"	"N2"	"N0"	0.00042	1
"C"		"N0"	"N0"			"N1"	"N0"	"N2"	"N1"	0.00042	1
"C"		"N0"	"N0"			"N1"		"N0"	"N0"	0.00042	1
"C"		"N2"	"N2"			"N1"	"N0"	"N1"	"N1"	0.00042	1
"C"		"N2"	"N2"			"N1"	"N0"	"N2"	"N1"	0.00042	1
"C"		"N2"	"N2"			"N1"	"N1"	"N0"	"N0"	0.00042	1
"C"		"N2"	"N2"			"N1"	"N1"	"N2"	"N1"	0.00042	1
"C"		"N2"	"N2"			"N1"			"N2"	0.00042	1
"C"		"N2"				"N1"	"N0"	"N0"	"N1"	0.00042	1
"C"		"N2"				"N1"	"N0"	"N1"	"N1"	0.00042	1
"C"		"N2"				"N1"	"N1"	"N1"	"N1"	0.00042	1
"C"		"N2"				"N1"	"N2"	"N2"	"N1"	0.00042	1
"C"		"N2"				"N1"	"N2"	"N2"	"N2"	0.00042	1
"C"		"N2"				"N1"		"N0"	"N0"	0.00042	1
"C"		"N2"				"N1"		"N2"	"N1"	0.00042	1
"C"		"N2"				"N1"		"N2"	"N2"	0.00042	1
"C"			"N0"			"N1"	"N0"	"N1"	"N0"	0.00042	1
"C"			"N0"			"N1"	"N0"	"N1"	"N1"	0.00042	1
"C"			"N0"			"N1"	"N1"	"N2"	"N0"	0.00042	1
"C"			"N0"			"N1"	"N2"	"N2"	"N2"	0.00042	1
"C"			"N0"			"N1"		"N2"	"N2"	0.00042	1
"C"			"N2"			"N1"	"N0"	"N1"	"N2"	0.00042	1
"C"			"N2"			"N1"	"N1"	"N1"	"N1"	0.00042	1
"C"			"N2"			"N1"	"N1"	"N1"	"N2"	0.00042	1
"C"			"N2"			"N1"	"N2"	"N0"	"N0"	0.00042	1
"C"			"N2"			"N1"	"N2"	"N0"	"N1"	0.00042	1
"C"			"N2"			"N1"	"N2"	"N2"	"N1"	0.00042	1
"C"			"N2"			"N1"		"N0"	"N0"	0.00042	1
"C"			"N2"			"N1"		"N2"	"N0"	0.00042	1
"C"						"N1"	"N0"	"N0"	"N2"	0.00042	1
"C"						"N1"	"N1"	"N2"		0.00042	1
"C"						"N1"		"N2"		0.00042	1
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00085	2
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00085	2
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00085	2
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00085	2
"C"	"N0"	"N0"	"N0"	"N0"		"N1"		"N2"	"N2"	0.00085	2
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00085	2
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00085	2
"C"	"N0"	"N0"		"N0"		"N1"	"N2"	"N0"	"N0"	0.00085	2
"C"	"N0"	"N0"		"N0"		"N1"		"N0"	"N0"	0.00085	2
"C"	"N0"	"N0"		"N0"		"N1"		"N1"	"N1"	0.00085	2
"C"	"N0"	"N0"		"N0"		"N1"		"N2"	"N1"	0.00085	2
"C"	"N0"	"N1"		"N0"		"N1"	"N0"	"N0"	"N1"	0.00085	2
"C"	"N0"	"N1"		"N0"		"N1"	"N0"	"N1"	"N1"	0.00085	2
"C"	"N0"	"N1"		"N0"		"N1"	"N1"	"N2"	"N2"	0.00085	2
"C"	"N0"	"N1"		"N0"		"N1"	"N2"	"N2"	"N1"	0.00085	2
"C"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00085	2
"C"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00085	2
"C"	"N0"	"N2"	"N0"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00085	2
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00085	2
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N2"	"N2"	"N1"	0.00085	2
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N2"	"N2"	"N2"	0.00085	2
"C"	"N0"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N1"	0.00085	2
"C"	"N0"	"N2"		"N0"		"N1"		"N1"	"N0"	0.00085	2
"C"	"N0"	"N2"		"N0"		"N1"		"N2"	"N2"	0.00085	2
"C"	"N0"	"N2"		"N2"		"N1"	"N0"	"N1"	"N1"	0.00085	2
"C"	"N0"		"N0"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00085	2
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00085	2
"C"	"N0"		"N2"	"N0"		"N1"	"N1"	"N0"	"N0"	0.00085	2
"C"	"N0"		"N2"	"N0"		"N1"		"N0"	"N0"	0.00085	2
"C"	"N0"		"N2"	"N0"		"N1"		"N2"	"N0"	0.00085	2
"C"	"N0"		"N2"	"N0"		"N1"		"N2"	"N2"	0.00085	2
"C"	"N0"			"N0"		"N1"	"N1"	"N0"	"N0"	0.00085	2
"C"	"N0"			"N0"		"N1"	"N1"	"N2"	"N0"	0.00085	2
"C"	"N0"			"N0"		"N1"		"N0"	"N0"	0.00085	2
"C"	"N0"			"N2"		"N1"	"N0"	"N0"	"N0"	0.00085	2
"C"	"N2"	"N0"	"N0"	"N2"		"N1"	"N0"	"N1"	"N1"	0.00085	2
"C"	"N2"	"N0"	"N0"	"N2"		"N1"	"N0"	"N2"	"N1"	0.00085	2
"C"	"N2"	"N0"		"N2"		"N1"	"N0"	"N1"	"N1"	0.00085	2
"C"	"N2"	"N0"		"N2"		"N1"	"N2"	"N2"	"N2"	0.00085	2
"C"	"N2"	"N2"	"N2"	"N2"		"N1"		"N2"	"N2"	0.00085	2
"C"	"N2"	"N2"		"N2"		"N1"	"N0"	"N0"	"N0"	0.00085	2
"C"	"N2"	"N2"		"N2"		"N1"	"N1"	"N1"	"N0"	0.00085	2
"C"	"N2"	"N2"		"N2"		"N1"	"N1"	"N1"	"N2"	0.00085	2
"C"	"N2"	"N2"		"N2"		"N1"	"N2"	"N2"	"N0"	0.00085	2
"C"	"N2"		"N2"	"N2"		"N1"	"N2"	"N2"	"N1"	0.00085	2
"C"	"N2"		"N2"	"N2"		"N1"		"N2"	"N2"	0.00085	2
"C"	"N2"			"N2"		"N1"	"N0"	"N1"	"N0"	0.00085	2
"C"	"N2"			"N2"		"N1"	"N1"	"N0"	"N0"	0.00085	2
"C"		"N2"	"N2"			"N1"	"N0"	"N2"	"N0"	0.00085	2
"C"			"N0"			"N1"	"N1"	"N2"	"N2"	0.00085	2
"C"			"N2"			"N1"	"N1"	"N0"	"N0"	0.00085	2
"C"			"N2"			"N1"		"N2"	"N1"	0.00085	2
"C"						"N1"	"N0"	"N0"		0.00085	2
"C"						"N1"	"N0"	"N2"		0.00085	2
"C"						"N1"	"N2"	"N2"	"N0"	0.00085	2
"C"						"N1"		"N0"	"N0"	0.00085	2
"C"						"N1"		"N2"	"N0"	0.00085	2
"C"						"N1"		"N2"	"N1"	0.00085	2
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00127	3
"C"	"N0"	"N0"		"N0"		"N1"	"N1"	"N0"	"N0"	0.00127	3
"C"	"N0"	"N0"		"N0"		"N1"		"N1"	"N0"	0.00127	3
"C"	"N0"	"N1"		"N0"		"N1"	"N0"	"N0"	"N0"	0.00127	3
"C"	"N0"	"N1"		"N0"		"N1"	"N1"	"N1"	"N1"	0.00127	3
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00127	3
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N0"	"N1"	0.00127	3
"C"	"N0"	"N2"		"N2"		"N1"	"N0"	"N2"	"N2"	0.00127	3
"C"	"N0"	"N2"		"N2"		"N1"	"N2"	"N2"	"N2"	0.00127	3
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00127	3
"C"	"N0"		"N0"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00127	3
"C"	"N0"		"N1"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00127	3
"C"	"N0"		"N2"	"N0"		"N1"		"N2"	"N1"	0.00127	3
"C"	"N0"			"N0"		"N1"	"N0"	"N2"	"N0"	0.00127	3
"C"	"N0"			"N2"		"N1"	"N0"	"N2"	"N0"	0.00127	3
"C"	"N0"			"N2"		"N1"	"N0"	"N2"	"N1"	0.00127	3
"C"	"N0"			"N2"		"N1"	"N1"	"N2"	"N0"	0.00127	3
"C"	"N1"	"N2"	"N2"	"N1"		"N1"	"N0"	"N2"	"N1"	0.00127	3
"C"	"N1"	"N2"	"N2"	"N1"		"N1"	"N0"	"N2"	"N2"	0.00127	3
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N1"	"N2"	"N0"	0.00127	3
"C"	"N2"	"N2"		"N2"		"N1"	"N0"	"N1"	"N2"	0.00127	3
"C"	"N2"			"N2"		"N1"	"N0"	"N2"		0.00127	3
"C"		"N2"	"N2"			"N1"	"N0"	"N0"	"N0"	0.00127	3
"C"		"N2"	"N2"			"N1"	"N1"	"N1"	"N0"	0.00127	3
"C"		"N2"	"N2"			"N1"	"N1"	"N2"	"N2"	0.00127	3
"C"		"N2"	"N2"			"N1"	"N2"	"N2"	"N1"	0.00127	3
"C"		"N2"				"N1"	"N0"	"N2"	"N1"	0.00127	3
"C"		"N2"				"N1"	"N1"	"N2"	"N1"	0.00127	3
"C"		"N2"				"N1"	"N1"	"N2"	"N2"	0.00127	3
"C"			"N0"			"N1"	"N0"	"N0"	"N0"	0.00127	3
"C"			"N0"			"N1"	"N0"	"N2"	"N1"	0.00127	3
"C"			"N2"			"N1"	"N2"	"N2"	"N2"	0.00127	3
"C"						"N1"	"N0"	"N0"	"N1"	0.00127	3
"C"						"N1"	"N1"	"N1"	"N1"	0.00127	3
"C"						"N1"	"N2"	"N0"	"N0"	0.00127	3
"C"						"N1"	"N2"	"N2"	"N1"	0.00127	3
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N0"	"N0"	0.0017	4
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N0"	0.0017	4
"C"	"N0"	"N0"		"N0"		"N1"	"N2"	"N2"	"N0"	0.0017	4
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N2"	"N2"	0.0017	4
"C"	"N0"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N2"	0.0017	4
"C"	"N0"	"N2"		"N0"		"N1"	"N1"	"N1"	"N0"	0.0017	4
"C"	"N0"	"N2"		"N0"		"N1"	"N2"	"N2"	"N0"	0.0017	4
"C"	"N0"	"N2"		"N0"		"N1"		"N2"	"N0"	0.0017	4
"C"	"N0"	"N2"		"N2"		"N1"	"N0"	"N2"	"N0"	0.0017	4
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N0"	"N0"	0.0017	4
"C"	"N0"		"N2"	"N0"		"N1"	"N1"	"N1"	"N0"	0.0017	4
"C"	"N0"		"N2"	"N0"		"N1"	"N1"	"N1"	"N1"	0.0017	4
"C"	"N0"		"N2"	"N2"		"N1"	"N0"	"N2"	"N2"	0.0017	4
"C"	"N0"			"N0"		"N1"	"N0"	"N1"	"N1"	0.0017	4
"C"	"N0"			"N0"		"N1"	"N1"	"N1"	"N1"	0.0017	4
"C"	"N0"			"N0"		"N1"	"N2"	"N2"	"N2"	0.0017	4
"C"	"N0"			"N2"		"N1"	"N1"	"N2"	"N1"	0.0017	4
"C"	"N2"	"N0"		"N2"		"N1"	"N0"	"N2"	"N1"	0.0017	4
"C"	"N2"			"N2"		"N1"	"N0"	"N0"	"N0"	0.0017	4
"C"		"N2"				"N1"	"N0"	"N0"	"N0"	0.0017	4
"C"		"N2"				"N1"	"N0"	"N1"	"N0"	0.0017	4
"C"		"N2"				"N1"	"N0"	"N2"	"N0"	0.0017	4
"C"			"N2"			"N1"	"N0"	"N1"	"N1"	0.0017	4
"C"			"N2"			"N1"		"N2"	"N2"	0.0017	4
"C"						"N1"	"N1"	"N1"	"N0"	0.0017	4
"C"						"N1"	"N1"	"N1"	"N2"	0.0017	4
"C"						"N1"	"N2"	"N1"	"N1"	0.0017	4
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00212	5
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N0"	"N1"	0.00212	5
"C"	"N0"	"N0"		"N0"		"N1"	"N2"	"N2"	"N1"	0.00212	5
"C"	"N0"	"N1"		"N0"		"N1"	"N0"	"N1"	"N0"	0.00212	5
"C"	"N0"	"N1"		"N0"		"N1"	"N0"	"N2"	"N0"	0.00212	5
"C"	"N0"	"N1"		"N0"		"N1"	"N1"	"N2"	"N1"	0.00212	5
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00212	5
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00212	5
"C"	"N0"		"N0"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00212	5
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00212	5
"C"	"N0"		"N2"	"N0"		"N1"	"N2"	"N2"	"N1"	0.00212	5
"C"	"N0"			"N0"		"N1"	"N0"	"N1"	"N0"	0.00212	5
"C"	"N2"	"N2"		"N2"		"N1"		"N2"	"N1"	0.00212	5
"C"	"N2"		"N2"	"N2"		"N1"	"N0"	"N2"	"N0"	0.00212	5
"C"	"N2"		"N2"	"N2"		"N1"	"N2"	"N2"	"N2"	0.00212	5
"C"	"N2"			"N2"		"N1"	"N1"	"N2"	"N0"	0.00212	5
"C"	"N2"			"N2"		"N1"	"N1"	"N2"	"N1"	0.00212	5
"C"	"N2"			"N2"		"N1"	"N2"	"N2"	"N2"	0.00212	5
"C"			"N0"			"N1"	"N0"	"N2"	"N2"	0.00212	5
"C"			"N2"			"N1"	"N0"	"N1"	"N0"	0.00212	5
"C"			"N2"			"N1"	"N0"	"N2"	"N0"	0.00212	5
"C"			"N2"			"N1"	"N1"	"N2"	"N0"	0.00212	5
"C"			"N2"			"N1"	"N1"	"N2"	"N1"	0.00212	5
"C"						"N1"	"N0"	"N1"	"N2"	0.00212	5
"C"						"N1"	"N1"	"N0"	"N0"	0.00212	5
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00255	6
"C"	"N0"	"N0"		"N0"		"N1"	"N1"	"N1"	"N0"	0.00255	6
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00255	6
"C"	"N0"		"N0"	"N0"		"N1"	"N2"	"N2"	"N2"	0.00255	6
"C"	"N0"		"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00255	6
"C"	"N0"			"N2"		"N1"	"N1"	"N2"	"N2"	0.00255	6
"C"	"N2"	"N2"	"N2"	"N2"		"N1"		"N2"	"N1"	0.00255	6
"C"						"N1"	"N2"	"N1"	"N0"	0.00255	6
"C"	"N0"	"N0"		"N0"		"N1"	"N1"	"N1"	"N1"	0.00297	7
"C"	"N0"	"N1"		"N0"		"N1"	"N0"	"N2"	"N1"	0.00297	7
"C"	"N0"	"N2"		"N0"		"N1"		"N2"	"N1"	0.00297	7
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00297	7
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00297	7
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00297	7
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N2"	"N2"	"N2"	0.00297	7
"C"	"N2"	"N2"		"N2"		"N1"	"N0"	"N1"	"N1"	0.00297	7
"C"	"N2"	"N2"		"N2"		"N1"	"N2"	"N2"	"N1"	0.00297	7
"C"	"N2"			"N2"		"N1"	"N0"	"N2"	"N0"	0.00297	7
"C"		"N2"				"N1"	"N0"	"N2"	"N2"	0.00297	7
"C"	"N0"	"N2"		"N0"		"N1"	"N1"	"N1"	"N1"	0.0034	8
"C"	"N0"	"N2"		"N0"		"N1"	"N2"	"N2"	"N2"	0.0034	8
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N1"	"N0"	0.0034	8
"C"	"N0"			"N0"		"N1"	"N1"	"N2"	"N2"	0.0034	8
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N0"	0.0034	8
"C"	"N2"	"N2"		"N2"		"N1"	"N0"	"N1"	"N0"	0.0034	8
"C"	"N2"	"N2"		"N2"		"N1"	"N1"	"N2"	"N0"	0.0034	8
"C"						"N1"	"N1"	"N2"	"N0"	0.0034	8
"C"	"N0"	"N0"		"N0"		"N1"	"N1"	"N2"	"N1"	0.00382	9
"C"	"N0"	"N0"		"N0"		"N1"	"N1"	"N2"	"N2"	0.00382	9
"C"	"N0"	"N0"		"N0"		"N1"	"N2"	"N2"	"N2"	0.00382	9
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00382	9
"C"	"N0"	"N2"		"N0"		"N1"	"N2"	"N2"	"N1"	0.00382	9
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00382	9
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00382	9
"C"	"N0"			"N0"		"N1"	"N0"	"N2"	"N1"	0.00382	9
"C"	"N2"		"N2"	"N2"		"N1"	"N0"	"N2"	"N1"	0.00382	9
"C"	"N2"			"N2"		"N1"	"N0"	"N2"	"N1"	0.00382	9
"C"		"N2"	"N2"			"N1"	"N0"	"N2"	"N2"	0.00382	9
"C"						"N1"		"N2"	"N2"	0.00382	9
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00425	10
"C"	"N2"	"N2"		"N2"		"N1"	"N2"	"N2"	"N2"	0.00425	10
"C"			"N2"			"N1"	"N0"	"N0"	"N0"	0.00425	10
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N2"	0.00467	11
"C"	"N0"		"N2"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00467	11
"C"	"N0"			"N0"		"N1"	"N0"	"N0"	"N0"	0.00467	11
"C"	"N0"			"N2"		"N1"	"N0"	"N2"	"N2"	0.00467	11
"C"			"N2"			"N1"	"N0"	"N2"	"N1"	0.00467	11
"C"						"N1"	"N0"	"N2"	"N0"	0.00467	11
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.0051	12
"C"	"N0"			"N0"		"N1"	"N0"	"N2"	"N2"	0.0051	12
"C"	"N0"	"N2"		"N0"		"N1"	"N1"	"N2"	"N0"	0.00552	13
"C"	"N0"	"N2"		"N0"		"N1"	"N1"	"N2"	"N2"	0.00595	14
"C"	"N0"		"N2"	"N0"		"N1"	"N2"	"N2"	"N2"	0.00595	14
"C"	"N2"	"N2"		"N2"		"N1"		"N2"	"N2"	0.00595	14
"C"						"N1"	"N0"	"N1"	"N0"	0.00595	14
"C"	"N0"	"N0"		"N0"		"N1"	"N1"	"N2"	"N0"	0.00637	15
"C"	"N0"	"N2"		"N2"		"N1"	"N0"	"N2"	"N1"	0.0068	16
"C"						"N1"	"N0"	"N2"	"N1"	0.0068	16
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N0"	"N0"	0.00722	17
"C"	"N2"		"N2"	"N2"		"N1"	"N1"	"N2"	"N2"	0.00722	17
"C"						"N1"	"N0"	"N1"	"N1"	0.00722	17
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N1"	"N1"	0.00765	18
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00807	19
"C"	"N0"	"N2"		"N0"		"N1"	"N1"	"N2"	"N1"	0.00807	19
"C"						"N1"	"N2"	"N2"	"N2"	0.00807	19
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N1"	"N2"	"N2"	0.0085	20
"C"	"N2"		"N2"	"N2"		"N1"	"N0"	"N2"	"N2"	0.0085	20
"C"						"N1"	"N1"	"N2"	"N1"	0.0085	20
