"Energielabel"	"VL"	"DS"	"DP"	"MS"	"MG"	"DR"	"PL"	"RO"	"RB"	"freq"	"count"
"A"			"N2"	"N2"				"N3"	"N3"	0.0098039216	9
"A"			"N2"	"N3"		"N1"		"N3"	"N3"	0.0032679739	3
"A"			"N2"	"N3"		"N1"		"N4"	"N4"	0.0021786492	2
"A"			"N2"	"N3"				"N3"	"N3"	0.0010893246	1
"A"				"N1"		"N1"	"N1"	"N1"	"N1"	0.0010893246	1
"A"				"N1"		"N1"	"N2"	"N3"	"N3"	0.0010893246	1
"A"				"N1"		"N1"		"N1"	"N1"	0.0010893246	1
"A"				"N1"		"N1"		"N3"	"N3"	0.0010893246	1
"A"				"N2"		"N1"	"N0"	"N1"	"N1"	0.0010893246	1
"A"				"N2"		"N1"	"N0"	"N3"	"N3"	0.0021786492	2
"A"				"N2"		"N1"	"N2"	"N1"	"N1"	0.0043572985	4
"A"				"N2"		"N1"	"N2"	"N2"	"N2"	0.0010893246	1
"A"				"N2"		"N1"	"N2"	"N3"	"N3"	0.01416122	13
"A"				"N2"		"N1"	"N3"	"N3"	"N3"	0.0010893246	1
"A"				"N2"		"N1"		"N1"	"N1"	0.0087145969	8
"A"				"N2"		"N1"		"N2"	"N2"	0.0076252723	7
"A"				"N2"		"N1"		"N3"	"N0"	0.0010893246	1
"A"				"N2"		"N1"		"N3"	"N1"	0.0032679739	3
"A"				"N2"		"N1"		"N3"	"N3"	0.0653594771	60
"A"				"N2"			"N2"	"N1"	"N1"	0.0010893246	1
"A"				"N2"			"N2"	"N3"	"N3"	0.0010893246	1
"A"				"N2"				"N1"	"N1"	0.0043572985	4
"A"				"N2"				"N2"	"N2"	0.0021786492	2
"A"				"N2"				"N3"	"N3"	0.0119825708	11
"A"				"N3"		"N1"	"N3"	"N3"	"N3"	0.0076252723	7
"A"				"N3"		"N1"		"N3"	"N3"	0.0152505447	14
"A"				"N3"				"N3"	"N3"	0.0043572985	4
"B"	"N0"	"N0"	"N0"	"N0"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N0"	"N0"	"N0"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N0"	"N0"	"N0"	"N0"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N0"	"N0"	"N1"		"N1"	"N0"	"N2"	"N2"	0.0012674271	1
"B"	"N0"	"N0"	"N0"	"N1"		"N1"	"N2"	"N2"	"N2"	0.0012674271	1
"B"	"N0"	"N0"	"N0"	"N1"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N0"	"N0"	"N2"		"N1"	"N0"	"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N0"	"N0"	"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N0"	"N0"	"N0"	"N2"		"N1"		"N2"	"N2"	0.0012674271	1
"B"	"N0"	"N0"	"N2"	"N0"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N0"	"N0"	"N2"	"N0"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N0"	"N2"	"N1"		"N1"		"N3"	"N0"	0.0012674271	1
"B"	"N0"	"N0"		"N0"		"N1"	"N0"	"N1"	"N1"	0.0012674271	1
"B"	"N0"	"N0"		"N1"		"N1"		"N1"	"N1"	0.0025348542	2
"B"	"N0"	"N0"		"N1"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N0"		"N2"		"N1"	"N0"	"N3"	"N1"	0.0012674271	1
"B"	"N0"	"N0"		"N2"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N0"	"N0"		"N2"		"N1"		"N3"	"N3"	0.0025348542	2
"B"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0012674271	1
"B"	"N0"	"N2"	"N0"	"N0"		"N1"		"N2"	"N1"	0.0012674271	1
"B"	"N0"	"N2"	"N0"	"N2"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N2"	"N2"	"N0"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N0"	"N2"	"N2"	"N0"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N2"	"N2"	"N1"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N0"	"N2"	"N2"	"N2"		"N1"		"N2"	"N1"	0.0012674271	1
"B"	"N0"	"N2"	"N2"	"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N2"		"N0"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N0"	"N2"		"N0"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N2"		"N1"		"N1"	"N0"	"N2"	"N0"	0.0012674271	1
"B"	"N0"	"N2"		"N1"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N2"		"N2"		"N1"	"N0"	"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N2"		"N2"		"N1"		"N2"	"N2"	0.0012674271	1
"B"	"N0"	"N2"		"N2"		"N1"		"N3"	"N1"	0.0025348542	2
"B"	"N0"	"N2"		"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"	"N3"		"N1"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"		"N0"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0012674271	1
"B"	"N0"		"N0"	"N1"		"N1"	"N0"	"N3"	"N1"	0.0012674271	1
"B"	"N0"		"N0"	"N1"		"N1"	"N0"	"N3"	"N3"	0.0012674271	1
"B"	"N0"		"N0"	"N1"		"N1"	"N3"	"N3"	"N1"	0.0012674271	1
"B"	"N0"		"N0"	"N1"		"N1"		"N1"	"N1"	0.0025348542	2
"B"	"N0"		"N0"	"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N0"		"N2"	"N0"		"N1"	"N3"	"N3"	"N1"	0.0012674271	1
"B"	"N0"		"N2"	"N0"		"N1"		"N2"	"N1"	0.0012674271	1
"B"	"N0"		"N2"	"N1"		"N1"	"N0"	"N3"	"N3"	0.0012674271	1
"B"	"N0"		"N2"	"N1"		"N1"	"N3"	"N3"	"N1"	0.0012674271	1
"B"	"N0"			"N0"		"N1"		"N3"	"N3"	0.0025348542	2
"B"	"N0"			"N2"				"N3"	"N0"	0.0012674271	1
"B"	"N1"	"N0"	"N0"	"N0"		"N1"	"N1"	"N2"	"N1"	0.0012674271	1
"B"	"N1"	"N0"	"N0"	"N0"		"N1"		"N0"	"N0"	0.0012674271	1
"B"	"N1"	"N0"	"N0"	"N1"		"N1"	"N0"	"N1"	"N1"	0.0012674271	1
"B"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0038022814	3
"B"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N3"	"N0"	0.0012674271	1
"B"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N0"	"N0"	"N1"		"N1"		"N1"	"N1"	0.0050697085	4
"B"	"N1"	"N0"	"N0"	"N1"		"N1"		"N2"	"N1"	0.0012674271	1
"B"	"N1"	"N0"	"N0"	"N1"		"N1"		"N3"	"N1"	0.0076045627	6
"B"	"N1"	"N0"	"N0"	"N1"		"N1"		"N3"	"N3"	0.0025348542	2
"B"	"N1"	"N0"	"N0"	"N2"		"N1"	"N1"	"N1"	"N1"	0.0012674271	1
"B"	"N1"	"N0"	"N0"	"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N1"	"N0"	"N2"	"N1"		"N1"	"N0"	"N3"	"N0"	0.0012674271	1
"B"	"N1"	"N0"	"N2"	"N1"		"N1"	"N2"	"N1"	"N1"	0.0012674271	1
"B"	"N1"	"N0"	"N2"	"N1"		"N1"		"N1"	"N1"	0.0025348542	2
"B"	"N1"	"N0"	"N2"	"N1"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N0"	"N2"	"N1"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N0"	"N2"	"N2"		"N1"	"N1"	"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N0"	"N2"	"N2"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N0"		"N0"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N0"		"N0"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N1"	"N0"		"N1"		"N1"	"N1"	"N0"	"N0"	0.0025348542	2
"B"	"N1"	"N0"		"N1"		"N1"	"N1"	"N1"	"N1"	0.010139417	8
"B"	"N1"	"N0"		"N1"		"N1"	"N1"	"N3"	"N1"	0.0025348542	2
"B"	"N1"	"N0"		"N1"		"N1"	"N1"	"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N0"		"N1"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N0"		"N1"		"N1"		"N0"	"N0"	0.0025348542	2
"B"	"N1"	"N0"		"N1"		"N1"		"N1"	"N1"	0.0025348542	2
"B"	"N1"	"N0"		"N1"		"N1"		"N3"	"N1"	0.0038022814	3
"B"	"N1"	"N0"		"N1"		"N1"		"N3"	"N3"	0.0152091255	12
"B"	"N1"	"N0"		"N2"		"N1"	"N0"	"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N0"		"N2"		"N1"	"N1"	"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N0"		"N2"		"N1"	"N1"	"N3"	"N3"	0.0025348542	2
"B"	"N1"	"N0"		"N2"		"N1"		"N1"	"N1"	0.0025348542	2
"B"	"N1"	"N0"		"N2"		"N1"		"N3"	"N1"	0.0025348542	2
"B"	"N1"	"N0"		"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N1"	"N0"	"N0"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N1"	"N1"	"N2"	"N1"		"N1"	"N1"	"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N2"	"N0"	"N0"		"N1"	"N1"	"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N2"	"N0"	"N0"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N2"	"N0"	"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N1"	"N2"	"N0"	"N2"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N2"	"N1"	"N2"		"N1"	"N0"	"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N2"	"N2"	"N1"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N2"	"N2"	"N2"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N2"	"N2"	"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N1"	"N2"	"N2"	"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N2"		"N0"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N2"		"N1"		"N1"		"N3"	"N3"	0.0025348542	2
"B"	"N1"	"N2"		"N2"		"N1"	"N3"	"N3"	"N3"	0.0012674271	1
"B"	"N1"	"N2"		"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N1"	"N2"		"N2"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N1"	"N3"	"N2"	"N1"		"N1"	"N1"	"N3"	"N1"	0.0012674271	1
"B"	"N1"		"N0"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0012674271	1
"B"	"N1"		"N0"	"N0"		"N1"	"N1"	"N3"	"N3"	0.0012674271	1
"B"	"N1"		"N0"	"N0"		"N1"		"N1"	"N1"	0.0025348542	2
"B"	"N1"		"N0"	"N1"		"N1"	"N0"	"N0"	"N0"	0.0012674271	1
"B"	"N1"		"N0"	"N1"		"N1"	"N0"	"N1"	"N1"	0.0012674271	1
"B"	"N1"		"N0"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0025348542	2
"B"	"N1"		"N0"	"N1"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N1"		"N0"	"N1"		"N1"		"N1"	"N1"	0.0038022814	3
"B"	"N1"		"N0"	"N1"		"N1"		"N2"	"N2"	0.0012674271	1
"B"	"N1"		"N0"	"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N1"		"N1"	"N2"		"N1"		"N2"	"N1"	0.0012674271	1
"B"	"N1"		"N2"	"N1"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N1"			"N0"		"N1"	"N1"	"N1"	"N1"	0.0012674271	1
"B"	"N1"			"N1"		"N1"	"N0"	"N1"	"N1"	0.0012674271	1
"B"	"N1"			"N1"		"N1"	"N1"	"N0"	"N0"	0.0025348542	2
"B"	"N1"			"N1"		"N1"	"N1"	"N1"	"N1"	0.0038022814	3
"B"	"N1"			"N1"		"N1"	"N1"	"N3"	"N1"	0.0012674271	1
"B"	"N1"			"N1"		"N1"		"N0"	"N0"	0.0012674271	1
"B"	"N1"			"N1"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N1"			"N1"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N0"	"N0"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0038022814	3
"B"	"N2"	"N0"	"N0"	"N1"		"N1"		"N0"	"N0"	0.0012674271	1
"B"	"N2"	"N0"	"N0"	"N1"		"N1"		"N1"	"N1"	0.0076045627	6
"B"	"N2"	"N0"	"N0"	"N1"		"N1"		"N3"	"N0"	0.0012674271	1
"B"	"N2"	"N0"	"N0"	"N1"		"N1"		"N3"	"N1"	0.0038022814	3
"B"	"N2"	"N0"	"N0"	"N1"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N0"	"N0"	"N1"				"N3"	"N1"	0.0012674271	1
"B"	"N2"	"N0"	"N0"	"N2"		"N1"	"N1"	"N0"	"N0"	0.0012674271	1
"B"	"N2"	"N0"	"N0"	"N2"		"N1"	"N1"	"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N0"	"N1"	"N2"		"N1"	"N1"	"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N0"	"N2"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N0"	"N2"	"N1"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N0"	"N2"	"N1"		"N1"		"N3"	"N1"	0.0025348542	2
"B"	"N2"	"N0"	"N2"	"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N0"		"N0"		"N1"	"N0"	"N3"	"N1"	0.0012674271	1
"B"	"N2"	"N0"		"N0"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N0"		"N0"		"N1"		"N2"	"N1"	0.0012674271	1
"B"	"N2"	"N0"		"N0"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N2"	"N0"		"N0"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N0"		"N1"		"N1"	"N1"	"N0"	"N0"	0.0012674271	1
"B"	"N2"	"N0"		"N1"		"N1"	"N1"	"N1"	"N1"	0.0050697085	4
"B"	"N2"	"N0"		"N1"		"N1"	"N1"	"N3"	"N0"	0.0012674271	1
"B"	"N2"	"N0"		"N1"		"N1"	"N1"	"N3"	"N1"	0.0038022814	3
"B"	"N2"	"N0"		"N1"		"N1"		"N0"	"N0"	0.0050697085	4
"B"	"N2"	"N0"		"N1"		"N1"		"N1"	"N1"	0.0126742712	10
"B"	"N2"	"N0"		"N1"		"N1"		"N2"	"N1"	0.0012674271	1
"B"	"N2"	"N0"		"N1"		"N1"		"N2"	"N2"	0.0012674271	1
"B"	"N2"	"N0"		"N1"		"N1"		"N3"	"N1"	0.0088719899	7
"B"	"N2"	"N0"		"N1"		"N1"		"N3"	"N3"	0.0038022814	3
"B"	"N2"	"N0"		"N2"		"N1"	"N0"	"N1"	"N1"	0.0025348542	2
"B"	"N2"	"N0"		"N2"		"N1"	"N1"	"N1"	"N1"	0.0025348542	2
"B"	"N2"	"N0"		"N2"		"N1"	"N2"	"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N0"		"N2"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N0"		"N2"		"N1"		"N1"	"N1"	0.0063371356	5
"B"	"N2"	"N0"		"N2"		"N1"		"N3"	"N1"	0.0025348542	2
"B"	"N2"	"N0"		"N2"		"N1"		"N3"	"N3"	0.0038022814	3
"B"	"N2"	"N1"	"N0"	"N1"		"N1"	"N1"	"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N2"	"N0"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0025348542	2
"B"	"N2"	"N2"	"N0"	"N1"		"N1"	"N1"	"N3"	"N1"	0.0012674271	1
"B"	"N2"	"N2"	"N0"	"N1"		"N1"	"N2"	"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N2"	"N0"	"N1"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N2"	"N0"	"N1"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N2"	"N2"	"N0"	"N1"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N2"	"N0"	"N2"		"N1"	"N2"	"N2"	"N1"	0.0012674271	1
"B"	"N2"	"N2"	"N0"	"N2"		"N1"		"N1"	"N1"	0.0050697085	4
"B"	"N2"	"N2"	"N0"	"N2"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N2"	"N2"	"N0"	"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N2"	"N1"	"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N2"	"N2"	"N1"		"N1"	"N2"	"N1"	"N1"	0.0025348542	2
"B"	"N2"	"N2"	"N2"	"N1"		"N1"	"N2"	"N2"	"N2"	0.0012674271	1
"B"	"N2"	"N2"	"N2"	"N1"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N2"	"N2"	"N2"	"N2"		"N1"	"N0"	"N3"	"N3"	0.0025348542	2
"B"	"N2"	"N2"	"N2"	"N2"		"N1"	"N2"	"N1"	"N1"	0.0291508238	23
"B"	"N2"	"N2"	"N2"	"N2"		"N1"	"N2"	"N2"	"N1"	0.0012674271	1
"B"	"N2"	"N2"	"N2"	"N2"		"N1"	"N2"	"N2"	"N2"	0.0038022814	3
"B"	"N2"	"N2"	"N2"	"N2"		"N1"	"N2"	"N3"	"N1"	0.0114068441	9
"B"	"N2"	"N2"	"N2"	"N2"		"N1"	"N2"	"N3"	"N3"	0.0088719899	7
"B"	"N2"	"N2"	"N2"	"N2"		"N1"		"N0"	"N0"	0.0025348542	2
"B"	"N2"	"N2"	"N2"	"N2"		"N1"		"N1"	"N1"	0.0354879594	28
"B"	"N2"	"N2"	"N2"	"N2"		"N1"		"N2"	"N1"	0.0050697085	4
"B"	"N2"	"N2"	"N2"	"N2"		"N1"		"N2"	"N2"	0.0139416984	11
"B"	"N2"	"N2"	"N2"	"N2"		"N1"		"N3"	"N0"	0.0012674271	1
"B"	"N2"	"N2"	"N2"	"N2"		"N1"		"N3"	"N1"	0.0177439797	14
"B"	"N2"	"N2"	"N2"	"N2"		"N1"		"N3"	"N3"	0.030418251	24
"B"	"N2"	"N2"	"N2"	"N3"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N2"	"N3"	"N2"		"N1"	"N2"	"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N2"		"N0"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N2"	"N2"		"N1"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N2"		"N1"		"N1"		"N0"	"N0"	0.0012674271	1
"B"	"N2"	"N2"		"N1"		"N1"		"N1"	"N1"	0.0025348542	2
"B"	"N2"	"N2"		"N1"		"N1"		"N2"	"N2"	0.0012674271	1
"B"	"N2"	"N2"		"N1"		"N1"		"N3"	"N1"	0.0025348542	2
"B"	"N2"	"N2"		"N2"		"N1"	"N0"	"N1"	"N1"	0.0038022814	3
"B"	"N2"	"N2"		"N2"		"N1"	"N2"	"N0"	"N0"	0.0012674271	1
"B"	"N2"	"N2"		"N2"		"N1"	"N2"	"N1"	"N1"	0.010139417	8
"B"	"N2"	"N2"		"N2"		"N1"	"N2"	"N2"	"N2"	0.0025348542	2
"B"	"N2"	"N2"		"N2"		"N1"	"N2"	"N3"	"N1"	0.0050697085	4
"B"	"N2"	"N2"		"N2"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N2"		"N2"		"N1"		"N0"	"N0"	0.0012674271	1
"B"	"N2"	"N2"		"N2"		"N1"		"N1"	"N1"	0.0266159696	21
"B"	"N2"	"N2"		"N2"		"N1"		"N2"	"N1"	0.0012674271	1
"B"	"N2"	"N2"		"N2"		"N1"		"N2"	"N2"	0.0076045627	6
"B"	"N2"	"N2"		"N2"		"N1"		"N3"	"N0"	0.0012674271	1
"B"	"N2"	"N2"		"N2"		"N1"		"N3"	"N1"	0.0063371356	5
"B"	"N2"	"N2"		"N2"		"N1"		"N3"	"N3"	0.010139417	8
"B"	"N2"	"N3"	"N0"	"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N2"	"N3"	"N2"	"N1"		"N1"	"N0"	"N3"	"N3"	0.0012674271	1
"B"	"N2"		"N0"	"N0"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N2"		"N0"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0012674271	1
"B"	"N2"		"N0"	"N1"		"N1"		"N1"	"N1"	0.0025348542	2
"B"	"N2"		"N0"	"N2"		"N1"		"N2"	"N2"	0.0012674271	1
"B"	"N2"		"N2"	"N1"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N2"		"N2"	"N2"		"N1"	"N2"	"N1"	"N1"	0.0177439797	14
"B"	"N2"		"N2"	"N2"		"N1"	"N2"	"N2"	"N1"	0.0025348542	2
"B"	"N2"		"N2"	"N2"		"N1"	"N2"	"N2"	"N2"	0.0025348542	2
"B"	"N2"		"N2"	"N2"		"N1"	"N2"	"N3"	"N0"	0.0025348542	2
"B"	"N2"		"N2"	"N2"		"N1"	"N2"	"N3"	"N1"	0.0063371356	5
"B"	"N2"		"N2"	"N2"		"N1"	"N2"	"N3"	"N3"	0.0076045627	6
"B"	"N2"		"N2"	"N2"		"N1"		"N1"	"N1"	0.0215462611	17
"B"	"N2"		"N2"	"N2"		"N1"		"N2"	"N1"	0.0025348542	2
"B"	"N2"		"N2"	"N2"		"N1"		"N2"	"N2"	0.0025348542	2
"B"	"N2"		"N2"	"N2"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N2"		"N2"	"N2"		"N1"		"N3"	"N3"	0.0050697085	4
"B"	"N2"			"N0"		"N1"	"N0"	"N1"	"N1"	0.0012674271	1
"B"	"N2"			"N1"		"N1"	"N1"	"N1"	"N1"	0.0025348542	2
"B"	"N2"			"N1"		"N1"		"N1"	"N1"	0.0063371356	5
"B"	"N2"			"N1"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N2"			"N2"		"N1"	"N2"	"N1"	"N1"	0.0038022814	3
"B"	"N2"			"N2"		"N1"	"N2"	"N2"	"N2"	0.0012674271	1
"B"	"N2"			"N2"		"N1"	"N2"	"N3"	"N0"	0.0012674271	1
"B"	"N2"			"N2"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N2"			"N2"		"N1"		"N1"	"N1"	0.0088719899	7
"B"	"N2"			"N2"		"N1"		"N2"	"N2"	0.0012674271	1
"B"	"N2"			"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N2"			"N2"				"N3"	"N3"	0.0012674271	1
"B"	"N2"			"N3"		"N1"	"N3"	"N3"	"N3"	0.0012674271	1
"B"	"N3"	"N0"	"N0"	"N2"		"N1"		"N3"	"N1"	0.0012674271	1
"B"	"N3"	"N0"		"N1"		"N1"	"N1"	"N1"	"N1"	0.0012674271	1
"B"	"N3"	"N2"	"N2"	"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N3"	"N2"	"N2"	"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N3"		"N2"	"N2"		"N1"		"N2"	"N2"	0.0012674271	1
"B"	"N3"		"N3"	"N3"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N3"			"N3"		"N1"				0.0012674271	1
"B"	"N4"	"N2"	"N0"	"N2"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"	"N4"	"N2"	"N2"	"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N4"	"N2"	"N2"	"N3"		"N1"		"N3"	"N3"	0.0012674271	1
"B"	"N4"	"N2"		"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"	"N4"	"N3"	"N3"	"N2"		"N1"		"N2"	"N1"	0.0012674271	1
"B"	"N4"		"N0"	"N0"		"N1"		"N3"	"N3"	0.0012674271	1
"B"		"N0"	"N0"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0025348542	2
"B"		"N0"	"N0"	"N1"		"N1"	"N1"	"N3"	"N3"	0.0012674271	1
"B"		"N0"	"N0"	"N1"		"N1"		"N1"	"N1"	0.0025348542	2
"B"		"N0"	"N0"	"N1"		"N1"		"N3"	"N1"	0.0012674271	1
"B"		"N0"		"N1"		"N1"	"N1"	"N3"	"N0"	0.0012674271	1
"B"		"N0"		"N1"		"N1"	"N1"	"N3"	"N1"	0.0012674271	1
"B"		"N0"		"N1"		"N1"		"N1"	"N1"	0.0025348542	2
"B"		"N0"		"N1"		"N1"		"N3"	"N0"	0.0012674271	1
"B"		"N0"		"N1"		"N1"		"N3"	"N1"	0.0012674271	1
"B"		"N1"	"N2"	"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"		"N2"	"N2"	"N2"		"N1"	"N2"	"N1"	"N1"	0.0050697085	4
"B"		"N2"	"N2"	"N2"		"N1"	"N2"	"N2"	"N2"	0.0012674271	1
"B"		"N2"	"N2"	"N2"		"N1"		"N1"	"N1"	0.0050697085	4
"B"		"N2"	"N2"	"N2"		"N1"		"N3"	"N3"	0.0012674271	1
"B"		"N2"	"N2"	"N3"		"N1"		"N3"	"N3"	0.0012674271	1
"B"		"N2"		"N2"		"N1"	"N2"	"N3"	"N1"	0.0012674271	1
"B"		"N2"		"N2"		"N1"		"N0"	"N0"	0.0012674271	1
"B"		"N2"		"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"		"N2"		"N2"		"N1"		"N2"	"N2"	0.0012674271	1
"B"		"N2"		"N2"		"N1"		"N3"	"N0"	0.0012674271	1
"B"		"N2"		"N2"				"N3"	"N1"	0.0012674271	1
"B"		"N2"		"N3"		"N1"		"N4"	"N4"	0.0012674271	1
"B"			"N0"	"N0"		"N1"	"N0"	"N3"	"N3"	0.0012674271	1
"B"			"N0"	"N0"		"N1"		"N3"	"N3"	0.0025348542	2
"B"			"N0"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0012674271	1
"B"			"N0"	"N1"		"N1"		"N1"	"N1"	0.0038022814	3
"B"			"N0"	"N1"		"N1"		"N2"	"N1"	0.0012674271	1
"B"			"N0"	"N1"		"N1"		"N3"	"N3"	0.0012674271	1
"B"			"N0"	"N2"		"N1"		"N1"	"N1"	0.0012674271	1
"B"			"N2"	"N0"		"N1"	"N3"	"N3"	"N3"	0.0012674271	1
"B"			"N2"	"N1"		"N1"	"N2"	"N1"	"N1"	0.0012674271	1
"B"			"N2"	"N2"		"N1"	"N2"	"N1"	"N1"	0.0215462611	17
"B"			"N2"	"N2"		"N1"	"N2"	"N2"	"N2"	0.0012674271	1
